ZO,Nazwa,WK,GK,Paragraf,PT,NZ,Regon,Typ,GT,NP,P4,PL,Grupa,NO,WW,Dzial,DW,Rozdzial,PK,NA,ZA
523.85,SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE,10,01,412,0,,001070630,JB,1,,0,8200.00,1400,,3126.94,801,,80107,02,,8200.00
523.85,SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE,10,01,444,0,,001070630,JB,1,,0,16750.00,1100,,12562.50,801,,80107,02,,16750.00
523.85,SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE,10,01,471,0,,001070630,JB,1,,0,200.00,1400,,12562.50,801,,80107,02,,200.00
1307.00,SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE,10,01,479,0,,001070630,JB,1,,0,304200.00,1400,,165106.20,801,,80107,02,,304200.00
1307.00,SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE,10,01,480,0,,001070630,JB,1,,0,27000.00,1400,,23688.50,801,,80107,02,,23688.50
1307.00,SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE,10,01,430,0,,001070630,JB,1,,0,9990.00,1100,,4879.20,801,,80146,02,,4879.20
1307.00,SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE,10,01,470,0,,001070630,JB,1,,0,16650.00,1100,,6213.00,801,,80146,02,,6213.00
1307.00,SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE,10,01,302,0,,001070630,JB,1,,0,1720.00,1300,,6213.00,801,,80148,02,,6213.00
1207.00,SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE,10,01,401,0,,001070630,JB,1,,0,365000.00,1400,,225801.41,801,,80148,02,,365000.00
1207.00,SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE,10,01,404,0,,001070630,JB,1,,0,27000.00,1400,,25089.81,801,,80148,02,,25089.81
5853.60,SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE,10,01,411,0,,001070630,JB,1,,0,64700.00,1400,,36459.26,801,,80148,02,,64700.00
389.54,SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE,10,01,412,0,,001070630,JB,1,,0,10700.00,1400,,2497.22,801,,80148,02,,10700.00
389.54,SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE,10,01,422,0,,001070630,JB,1,,0,700000.00,1100,,391161.14,801,,80148,02,,391161.14
389.54,SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE,10,01,428,0,,001070630,JB,1,,0,800.00,1100,,391161.14,801,,80148,02,,391161.14
389.54,SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE,10,01,430,0,,001070630,JB,1,,0,6500.00,1100,,1056.24,801,,80148,02,,1056.24
389.54,SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE,10,01,444,0,,001070630,JB,1,,0,13310.00,1100,,9982.50,801,,80148,02,,13310.00
389.54,SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE,10,01,471,0,,001070630,JB,1,,0,1000.00,1400,,9982.50,801,,80148,02,,1000.00
8896.70,SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE,10,01,411,0,,001070630,JB,1,,0,90000.00,1400,,50264.02,801,,80150,02,,90000.00
1274.67,SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE,10,01,412,0,,001070630,JB,1,,0,13000.00,1400,,7201.57,801,,80150,02,,13000.00
1274.67,SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE,10,01,421,0,,001070630,JB,1,,0,3200.00,1100,,838.11,801,,80150,02,,838.11
1274.67,SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE,10,01,424,0,,001070630,JB,1,,0,4300.00,1100,,972.50,801,,80150,02,,972.50
5387.00,SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE,10,01,479,0,,001070630,JB,1,,0,480000.00,1400,,295837.65,801,,80150,02,,480000.00
5387.00,SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE,10,01,480,0,,001070630,JB,1,,0,47000.00,1400,,44744.33,801,,80150,02,,44744.33
5387.00,SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE,10,01,324,0,,001070630,JB,1,,0,27032.00,1300,,27032.00,854,,85416,02,,27032.00
5387.00,SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE,10,01,302,0,,001070630,JB,1,,0,2300.00,1300,,27032.00,926,,92601,02,,27032.00
507.00,SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE,10,01,401,0,,001070630,JB,1,,0,215000.00,1400,,111053.07,926,,92601,02,,215000.00
507.00,SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE,10,01,404,0,,001070630,JB,1,,0,20000.00,1400,,18877.56,926,,92601,02,,18877.56
362.58,SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE,10,01,411,0,,001070630,JB,1,,0,53800.00,1400,,22596.32,926,,92601,02,,53800.00
425.28,SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE,10,01,412,0,,001070630,JB,1,,0,7700.00,1400,,3004.30,926,,92601,02,,7700.00
425.28,SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE,10,01,421,0,,001070630,JB,1,,0,26400.00,1100,,3004.30,926,,92601,02,,7700.00
425.28,SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE,10,01,426,0,,001070630,JB,1,,0,710000.00,1100,,479556.60,926,,92601,02,,479556.60
425.28,SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE,10,01,430,0,,001070630,JB,1,,0,24200.00,1100,,2736.94,926,,92601,02,,2736.94
425.28,SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE,10,01,444,0,,001070630,JB,1,,0,8320.00,1100,,6240.00,926,,92601,02,,8320.00
425.28,SZKOŁA PODSTAWOWA NR 9 IM.WŁ.JAGIEŁŁY W KUTNIE,10,01,471,0,,001070630,JB,1,,0,1000.00,1400,,6240.00,926,,92601,02,,1000.00
